created_at,SUHU,KELEMBABAN,IRRADIATION,DEBU,ARUS,TEGANGAN,TANGGAL,JAM
2023-07-1314:20:00,30.2,74.0,4950.0,311.71875,26.1,21.80228,2023-07-13,14:20
2023-07-1314:30:00,30.4,75.0,3370.83325,228.71094,22.6,21.40226,2023-07-13,14:30
2023-07-1314:40:00,30.4,75.0,4202.5,310.05859,22.9,21.48226,2023-07-13,14:40
2023-07-1314:50:00,30.4,75.0,7897.49951,210.44922,23.4,22.38231,2023-07-13,14:50
2023-07-1315:00:00,31.4,71.0,8942.5,196.33789,13.3,6.07657,2023-07-13,15:00
2023-07-1315:10:00,30.9,71.0,6907.49951,121.63086,23.1,21.76231,2023-07-13,15:10
2023-07-1315:20:00,30.7,72.0,6944.99951,212.93945,23.0,22.07832,2023-07-13,15:20
2023-07-1315:30:00,31.1,72.0,7886.6665,180.56641,23.1,21.90634,2023-07-13,15:30
2023-07-1315:40:00,30.8,72.0,6172.49951,204.63867,25.9,21.99028,2023-07-13,15:40
2023-07-1315:50:00,30.4,73.0,2994.1665,257.76367,22.7,20.64623,2023-07-13,15:50
2023-07-1316:00:00,29.8,74.0,1537.49988,364.84375,24.8,20.2301,2023-07-13,16:00
2023-07-1316:10:00,29.5,76.0,1584.16663,218.75,21.9,20.55415,2023-07-13,16:10
2023-07-1316:20:00,29.5,76.0,1995.83325,165.625,22.2,20.67417,2023-07-13,16:20
2023-07-1316:30:00,29.4,76.0,1389.16663,169.77539,24.0,20.13814,2023-07-13,16:30
2023-07-1316:40:00,29.1,76.0,1033.33325,274.36523,21.3,19.4021,2023-07-13,16:40
2023-07-1316:50:00,29.0,77.0,458.33331,240.33203,22.7,17.43792,2023-07-13,16:50
2023-07-1317:00:00,28.9,76.0,55.0,365.67383,3.3,3.05254,2023-07-13,17:00
2023-07-1405:00:00,24.8,91.0,11.66667,246.97266,5.6,4.05663,2023-07-14,05:00
2023-07-1405:10:00,24.8,91.0,89.16666,75.97656,7.7,4.44079,2023-07-14,05:10
2023-07-1405:20:00,24.9,90.0,244.99998,391.40625,7.7,4.57679,2023-07-14,05:20
2023-07-1405:30:00,24.8,91.0,518.33331,207.12891,23.1,18.77798,2023-07-14,05:30
2023-07-1405:40:00,24.9,92.0,720.0,156.49414,24.2,19.45408,2023-07-14,05:40
2023-07-1405:50:00,24.6,93.0,1052.5,168.11523,21.5,20.58617,2023-07-14,05:50
2023-07-1406:00:00,24.9,91.0,1342.5,354.88281,11.3,5.20077,2023-07-14,06:00
2023-07-1406:10:00,25.3,90.0,1622.49988,113.33008,23.0,21.56223,2023-07-14,06:10
2023-07-1406:20:00,25.2,91.0,1733.33325,104.19922,22.9,21.87431,2023-07-14,06:20
2023-07-1406:30:00,25.9,88.0,2008.33325,245.3125,23.4,22.08631,2023-07-14,06:30
2023-07-1406:40:00,26.0,88.0,2910.83325,219.58008,25.0,22.85435,2023-07-14,06:40
2023-07-1406:50:00,26.5,85.0,4224.1665,203.80859,28.3,23.61047,2023-07-14,06:50
2023-07-1407:00:00,26.7,85.0,6584.99951,255.27344,25.0,23.79045,2023-07-14,07:00
2023-07-1407:10:00,27.3,83.0,8262.5,73.48633,28.5,23.51379,2023-07-14,07:10
2023-07-1407:20:00,27.5,82.0,5416.6665,334.96094,23.7,22.49836,2023-07-14,07:20
2023-07-1407:30:00,28.4,80.0,9343.33301,185.54687,24.1,23.22642,2023-07-14,07:30
2023-07-1407:40:00,29.1,74.0,10365.83301,189.69727,24.3,23.03039,2023-07-14,07:40
2023-07-1407:50:00,29.4,74.0,8143.33301,204.63867,25.2,22.88238,2023-07-14,07:50
2023-07-1408:00:00,29.3,74.0,8209.16602,265.23437,23.9,22.62641,2023-07-14,08:00
2023-07-1408:10:00,31.6,72.0,20952.5,178.90625,24.9,23.46248,2023-07-14,08:10
2023-07-1408:20:00,32.4,67.0,18357.5,124.95117,25.3,22.67838,2023-07-14,08:20
2023-07-1408:30:00,33.2,66.0,23425.83203,148.19336,24.2,22.90641,2023-07-14,08:30
2023-07-1408:40:00,34.1,64.0,26659.99805,4.58984,24.3,23.0504,2023-07-14,08:40
2023-07-1408:50:00,33.3,62.0,20973.33203,349.07227,24.0,22.58637,2023-07-14,08:50
2023-07-1409:00:00,34.8,62.0,30692.49805,262.74414,24.0,22.7664,2023-07-14,09:00
2023-07-1409:10:00,35.4,61.0,25170.83203,157.32422,27.0,22.73781,2023-07-14,09:10
2023-07-1409:20:00,35.2,60.0,26256.66602,114.99023,27.2,22.61837,2023-07-14,09:20
2023-07-1409:30:00,34.1,63.0,26181.66602,86.76758,24.0,22.69839,2023-07-14,09:30
2023-07-1409:40:00,34.9,63.0,26811.66602,171.43555,25.7,22.6344,2023-07-14,09:40
2023-07-1409:50:00,33.5,63.0,21085.83203,164.79492,23.7,22.48638,2023-07-14,09:50
2023-07-1410:00:00,34.4,63.0,21563.33203,232.03125,27.2,22.63837,2023-07-14,10:00
2023-07-1410:10:00,34.7,61.0,31795.83203,268.55469,24.4,22.82641,2023-07-14,10:10
2023-07-1410:20:00,34.5,62.0,29629.99805,219.58008,23.8,22.6744,2023-07-14,10:20
2023-07-1410:30:00,35.4,59.0,29964.16602,209.61914,26.5,22.34272,2023-07-14,10:30
2023-07-1410:40:00,35.4,59.0,25444.16602,201.31836,30.7,22.49838,2023-07-14,10:40
2023-07-1410:50:00,34.6,62.0,19016.66602,258.59375,23.8,22.38235,2023-07-14,10:50
2023-07-1411:00:00,34.2,62.0,17958.33203,135.74219,26.9,22.50237,2023-07-14,11:00
2023-07-1411:10:00,34.2,62.0,16039.16602,219.58008,23.5,22.44637,2023-07-14,11:10
2023-07-1411:20:00,34.2,63.0,18715.0,163.13477,23.9,22.66239,2023-07-14,11:20
2023-07-1411:30:00,34.5,60.0,23069.16602,245.3125,24.5,22.65041,2023-07-14,11:30
2023-07-1411:40:00,33.9,61.0,21010.0,309.22852,27.3,22.63838,2023-07-14,11:40
2023-07-1411:50:00,34.4,60.0,24623.33203,202.14844,27.8,22.88237,2023-07-14,11:50
2023-07-1412:00:00,35.4,58.0,26849.99805,284.32617,26.2,22.92674,2023-07-14,12:00
2023-07-1412:10:00,33.9,61.0,22233.33203,179.73633,27.9,22.57038,2023-07-14,12:10
2023-07-1412:20:00,33.4,62.0,16834.16602,231.20117,24.0,22.43034,2023-07-14,12:20
2023-07-1412:30:00,33.2,62.0,17927.5,334.13086,24.0,22.75443,2023-07-14,12:30
2023-07-1412:40:00,33.7,62.0,18936.66602,121.63086,24.0,22.7464,2023-07-14,12:40
2023-07-1412:50:00,34.4,61.0,22554.16602,185.54687,23.9,22.53839,2023-07-14,12:50
2023-07-1413:00:00,34.5,60.0,22549.16602,289.30664,27.5,22.92205,2023-07-14,13:00
2023-07-1413:10:00,35.2,58.0,23996.66602,205.46875,23.8,22.7104,2023-07-14,13:10
2023-07-1413:20:00,35.1,59.0,21131.66602,236.18164,23.9,22.71052,2023-07-14,13:20
2023-07-1413:30:00,34.9,59.0,24133.33203,272.70508,24.2,23.05066,2023-07-14,13:30
2023-07-1413:40:00,35.7,58.0,23215.83203,141.55273,23.9,22.53438,2023-07-14,13:40
2023-07-1413:50:00,35.0,58.0,14941.66602,246.97266,23.4,22.05037,2023-07-14,13:50
2023-07-1414:00:00,34.2,60.0,16179.16602,179.73633,24.4,22.42234,2023-07-14,14:00
2023-07-1414:10:00,34.6,60.0,12740.83301,360.69336,23.4,22.18234,2023-07-14,14:10
2023-07-1414:20:00,33.2,61.0,7694.99951,257.76367,26.0,22.06632,2023-07-14,14:20
2023-07-1414:30:00,33.4,63.0,9876.66602,289.30664,23.8,22.2024,2023-07-14,14:30
2023-07-1414:40:00,33.4,63.0,9007.5,252.7832,23.4,22.17436,2023-07-14,14:40
2023-07-1414:50:00,32.7,64.0,7809.1665,281.00586,27.1,22.18233,2023-07-14,14:50
2023-07-1415:00:00,33.0,63.0,7958.33301,270.21484,23.9,21.97035,2023-07-14,15:00
2023-07-1415:10:00,32.3,65.0,5861.6665,168.11523,23.3,21.72232,2023-07-14,15:10
2023-07-1415:20:00,32.4,64.0,7183.33301,175.58594,25.2,22.03439,2023-07-14,15:20
2023-07-1415:30:00,32.5,65.0,6076.6665,210.44922,13.5,21.73034,2023-07-14,15:30
2023-07-1415:40:00,31.8,65.0,3022.5,74.31641,22.6,20.72625,2023-07-14,15:40
2023-07-1415:50:00,31.8,67.0,3034.1665,117.48047,24.3,21.08628,2023-07-14,15:50
2023-07-1416:00:00,31.6,67.0,3950.83325,176.41602,23.0,21.16628,2023-07-14,16:00
2023-07-1416:10:00,31.5,68.0,3529.99976,241.99219,26.4,21.2143,2023-07-14,16:10
2023-07-1416:20:00,30.8,69.0,2038.33325,261.08398,23.5,20.49019,2023-07-14,16:20
2023-07-1416:30:00,30.2,69.0,1296.66663,183.05664,25.0,19.63815,2023-07-14,16:30
2023-07-1416:40:00,30.1,71.0,942.49994,228.71094,24.3,19.17411,2023-07-14,16:40
2023-07-1416:50:00,29.8,72.0,505.83331,116.65039,19.8,16.89391,2023-07-14,16:50
2023-07-1417:00:00,29.7,73.0,199.16666,193.84766,3.8,3.56871,2023-07-14,17:00
2023-07-1505:00:00,23.8,88.0,15.83333,284.32617,3.2,2.95634,2023-07-15,05:00
2023-07-1505:10:00,24.0,89.0,94.16666,370.6543,3.8,3.62471,2023-07-15,05:10
2023-07-1505:20:00,24.0,88.0,370.83331,100.87891,8.9,5.45685,2023-07-15,05:20
2023-07-1505:30:00,24.0,88.0,1007.49994,253.61328,22.9,21.4383,2023-07-15,05:30
2023-07-1505:40:00,24.2,86.0,1749.16663,171.43555,24.2,22.34235,2023-07-15,05:40
2023-07-1505:50:00,24.7,84.0,2587.5,285.15625,24.3,23.0744,2023-07-15,05:50
2023-07-1506:00:00,24.8,84.0,2777.5,339.94141,26.6,23.33443,2023-07-15,06:00
2023-07-1506:10:00,25.5,82.0,2755.0,272.70508,24.3,23.15844,2023-07-15,06:10
2023-07-1506:20:00,25.6,82.0,3452.49976,393.89648,24.5,23.40244,2023-07-15,06:20
2023-07-1506:30:00,25.8,81.0,4194.1665,231.20117,24.3,23.19042,2023-07-15,06:30
2023-07-1506:40:00,26.5,80.0,3598.33325,241.16211,24.5,23.41444,2023-07-15,06:40
2023-07-1506:50:00,26.8,76.0,4332.5,76.80664,24.3,23.42187,2023-07-15,06:50
2023-07-1507:00:00,27.4,76.0,6711.6665,260.25391,24.3,23.3424,2023-07-15,07:00
2023-07-1507:10:00,28.4,74.0,8620.0,360.69336,27.7,23.27045,2023-07-15,07:10
2023-07-1507:20:00,29.4,71.0,9903.33301,258.59375,24.6,23.05041,2023-07-15,07:20
2023-07-1507:30:00,30.8,67.0,11351.66602,180.56641,24.1,22.99844,2023-07-15,07:30
2023-07-1507:40:00,31.8,65.0,12974.99902,171.43555,24.1,23.23044,2023-07-15,07:40
2023-07-1507:50:00,34.0,62.0,14654.16602,334.96094,25.0,23.10634,2023-07-15,07:50
2023-07-1508:00:00,35.7,58.0,16264.99902,226.2207,25.8,22.74241,2023-07-15,08:00
2023-07-1508:10:00,37.4,58.0,18169.16602,249.46289,24.1,22.6624,2023-07-15,08:10
2023-07-1508:20:00,35.5,58.0,20060.0,442.04102,26.5,22.74641,2023-07-15,08:20
2023-07-1508:30:00,35.9,59.0,21748.33203,195.50781,24.6,22.75837,2023-07-15,08:30
2023-07-1508:40:00,36.3,57.0,22507.5,229.54102,24.0,22.81874,2023-07-15,08:40
2023-07-1508:50:00,36.1,57.0,23788.33203,193.01758,24.2,22.60239,2023-07-15,08:50
2023-07-1509:00:00,37.7,56.0,25534.99805,300.09766,23.7,22.5384,2023-07-15,09:00
2023-07-1509:10:00,36.2,56.0,27542.49805,509.27734,24.4,22.73437,2023-07-15,09:10
2023-07-1509:20:00,36.5,55.0,29261.66602,268.55469,24.0,22.5584,2023-07-15,09:20
2023-07-1509:30:00,36.9,55.0,30632.49805,167.28516,26.2,22.38237,2023-07-15,09:30
2023-07-1509:40:00,37.1,53.0,34015.83203,243.65234,23.7,22.51038,2023-07-15,09:40
2023-07-1509:50:00,37.4,54.0,37269.16406,245.3125,25.7,22.4784,2023-07-15,09:50
2023-07-1510:00:00,38.4,53.0,38906.66406,312.54883,23.6,22.67437,2023-07-15,10:00
2023-07-1510:10:00,38.5,53.0,39940.0,97.55859,26.9,22.54235,2023-07-15,10:10
2023-07-1510:20:00,37.9,52.0,40428.33203,392.23633,24.2,22.61038,2023-07-15,10:20
2023-07-1510:30:00,37.9,52.0,42054.16406,218.75,23.9,22.58639,2023-07-15,10:30
2023-07-1510:40:00,38.4,52.0,42366.66406,225.39062,23.2,22.4024,2023-07-15,10:40
2023-07-1510:50:00,38.8,52.0,42348.33203,259.42383,23.8,22.33443,2023-07-15,10:50
2023-07-1511:00:00,38.4,52.0,41912.5,123.29102,25.5,22.3944,2023-07-15,11:00
2023-07-1511:10:00,38.4,53.0,41940.0,338.28125,26.6,22.46639,2023-07-15,11:10
2023-07-1511:20:00,38.8,52.0,41614.16406,244.48242,23.5,22.42635,2023-07-15,11:20
2023-07-1511:30:00,38.1,53.0,39807.5,297.60742,24.8,22.69841,2023-07-15,11:30
2023-07-1511:40:00,37.6,54.0,39200.0,141.55273,28.7,22.6984,2023-07-15,11:40
2023-07-1511:50:00,36.5,53.0,37646.66406,242.82227,24.0,22.71441,2023-07-15,11:50
2023-07-1512:00:00,36.8,53.0,31714.99805,282.66602,23.4,22.46637,2023-07-15,12:00
2023-07-1512:10:00,37.4,54.0,35340.83203,234.52148,27.6,22.69877,2023-07-15,12:10
2023-07-1512:20:00,37.2,52.0,32861.66406,256.93359,24.1,22.5584,2023-07-15,12:20
2023-07-1512:30:00,36.9,54.0,34115.0,139.0625,24.7,22.78241,2023-07-15,12:30
2023-07-1512:40:00,36.8,54.0,33659.16406,343.26172,23.7,22.77405,2023-07-15,12:40
2023-07-1512:50:00,36.8,55.0,30952.49805,216.25977,27.7,22.72641,2023-07-15,12:50
2023-07-1513:00:00,36.8,54.0,29019.99805,459.47266,23.9,22.62239,2023-07-15,13:00
2023-07-1513:10:00,36.2,54.0,24686.66602,266.06445,23.9,22.60238,2023-07-15,13:10
2023-07-1513:20:00,36.3,54.0,28530.83203,224.56055,24.2,22.8784,2023-07-15,13:20
2023-07-1513:30:00,35.5,55.0,23458.33203,197.16797,27.4,22.8824,2023-07-15,13:30
2023-07-1513:40:00,35.1,55.0,17190.83203,215.42969,25.1,22.5464,2023-07-15,13:40
2023-07-1513:50:00,35.8,54.0,24201.66602,130.76172,27.2,22.65043,2023-07-15,13:50
2023-07-1514:00:00,35.1,55.0,21775.0,221.24023,23.9,22.73038,2023-07-15,14:00
2023-07-1514:10:00,34.6,56.0,19672.5,354.88281,24.8,22.68643,2023-07-15,14:10
2023-07-1514:20:00,35.3,56.0,19003.33203,213.76953,27.7,22.58238,2023-07-15,14:20
2023-07-1514:30:00,35.1,56.0,16853.33203,232.03125,23.6,22.47037,2023-07-15,14:30
2023-07-1514:40:00,34.8,56.0,14291.66602,216.25977,23.7,22.15438,2023-07-15,14:40
2023-07-1514:50:00,34.8,56.0,12624.16602,264.4043,27.4,22.13437,2023-07-15,14:50
2023-07-1515:00:00,34.1,60.0,12238.33301,77.63672,23.5,22.26237,2023-07-15,15:00
2023-07-1515:10:00,33.9,60.0,13078.33301,224.56055,23.5,22.22239,2023-07-15,15:10
2023-07-1515:20:00,33.0,63.0,7081.6665,298.4375,24.9,22.02232,2023-07-15,15:20
2023-07-1515:30:00,32.8,63.0,5887.5,258.59375,23.5,21.7343,2023-07-15,15:30
2023-07-1515:40:00,32.9,63.0,5480.0,261.08398,23.1,21.61029,2023-07-15,15:40
2023-07-1515:50:00,32.8,63.0,4719.1665,211.2793,23.1,21.32229,2023-07-15,15:50
2023-07-1516:00:00,32.4,63.0,3990.83325,338.28125,23.0,21.17828,2023-07-15,16:00
2023-07-1516:10:00,32.5,62.0,3323.33325,357.37305,22.9,20.93025,2023-07-15,16:10
2023-07-1516:20:00,32.0,64.0,2597.5,216.25977,22.1,20.69424,2023-07-15,16:20
2023-07-1516:30:00,32.0,66.0,1978.75,211.2793,22.2,20.41419,2023-07-15,16:30
2023-07-1516:40:00,31.2,66.0,1360.0,359.86328,21.5,19.78215,2023-07-15,16:40
2023-07-1516:50:00,30.8,67.0,680.0,256.93359,8.3,5.16128,2023-07-15,16:50
2023-07-1517:00:00,30.3,68.0,270.0,168.11523,4.6,3.75672,2023-07-15,17:00
2023-07-1605:00:00,23.8,89.0,20.83333,198.82812,3.3,2.96433,2023-07-16,05:00
2023-07-1605:10:00,23.8,88.0,110.83333,285.98633,3.9,3.59668,2023-07-16,05:10
2023-07-1605:20:00,23.8,88.0,416.66666,246.97266,8.9,5.71295,2023-07-16,05:20
2023-07-1605:30:00,24.0,88.0,1090.0,391.40625,24.8,21.85435,2023-07-16,05:30
2023-07-1605:40:00,24.1,86.0,1849.99988,230.37109,27.2,22.49439,2023-07-16,05:40
2023-07-1605:50:00,24.6,84.0,2630.83325,214.59961,24.4,23.02642,2023-07-16,05:50
2023-07-1606:00:00,24.9,84.0,2783.33325,156.49414,24.3,23.40244,2023-07-16,06:00
2023-07-1606:10:00,25.4,82.0,2756.6665,257.76367,24.4,23.27843,2023-07-16,06:10
2023-07-1606:20:00,25.8,82.0,3613.33325,202.14844,28.0,23.39044,2023-07-16,06:20
2023-07-1606:30:00,25.8,81.0,4130.83301,217.08984,24.2,23.28245,2023-07-16,06:30
2023-07-1606:40:00,26.3,78.0,4365.83301,61.03516,27.8,23.50644,2023-07-16,06:40
2023-07-1606:50:00,26.9,76.0,4544.1665,137.40234,24.4,23.25441,2023-07-16,06:50
2023-07-1607:00:00,27.6,76.0,7428.33301,290.9668,24.2,23.0864,2023-07-16,07:00
2023-07-1607:10:00,29.3,73.0,5367.5,324.16992,27.9,22.83462,2023-07-16,07:10
2023-07-1607:20:00,29.5,70.0,10035.83301,362.35352,24.2,22.88642,2023-07-16,07:20
2023-07-1607:30:00,30.9,67.0,11525.0,246.14258,28.0,23.0424,2023-07-16,07:30
2023-07-1607:40:00,32.2,65.0,13191.66602,259.42383,24.4,23.01044,2023-07-16,07:40
2023-07-1607:50:00,34.4,62.0,14704.99902,244.48242,24.0,22.8584,2023-07-16,07:50
2023-07-1608:00:00,35.8,58.0,16430.83203,354.05273,24.0,22.82639,2023-07-16,08:00
2023-07-1608:10:00,36.3,57.0,18377.5,105.85937,27.7,22.81037,2023-07-16,08:10
2023-07-1608:20:00,35.8,58.0,20399.16602,104.19922,25.8,22.94242,2023-07-16,08:20
2023-07-1608:30:00,35.9,58.0,22000.83203,163.13477,23.9,22.6864,2023-07-16,08:30
2023-07-1608:40:00,35.7,58.0,22659.16602,193.84766,24.1,22.61039,2023-07-16,08:40
2023-07-1608:50:00,36.5,57.0,23837.5,175.58594,23.8,22.61841,2023-07-16,08:50
2023-07-1609:00:00,37.3,55.0,26018.33203,275.19531,23.2,22.51837,2023-07-16,09:00
2023-07-1609:10:00,36.4,56.0,27684.99805,344.0918,27.8,22.72238,2023-07-16,09:10
2023-07-1609:20:00,36.5,56.0,29349.16602,253.61328,23.8,22.5504,2023-07-16,09:20
2023-07-1609:30:00,37.1,55.0,30762.49805,200.48828,27.6,22.43463,2023-07-16,09:30
2023-07-1609:40:00,37.1,54.0,33968.33203,261.08398,27.4,22.57873,2023-07-16,09:40
2023-07-1609:50:00,37.9,54.0,37706.66406,455.32227,23.7,22.45037,2023-07-16,09:50
2023-07-1610:00:00,37.9,53.0,39117.5,121.63086,24.3,22.59038,2023-07-16,10:00
2023-07-1610:10:00,38.7,52.0,39862.5,246.97266,23.8,22.48641,2023-07-16,10:10
2023-07-1610:20:00,37.5,53.0,40073.33203,417.96875,25.2,22.58974,2023-07-16,10:20
2023-07-1610:30:00,38.5,52.0,41740.0,254.44336,23.9,22.54639,2023-07-16,10:30
2023-07-1610:40:00,38.4,52.0,42366.66406,364.84375,23.2,22.4024,2023-07-16,10:40
2023-07-1610:50:00,39.1,52.0,42200.0,448.68164,27.0,22.41835,2023-07-16,10:50
2023-07-1611:00:00,38.4,52.0,42089.16406,232.03125,27.5,22.48639,2023-07-16,11:00
2023-07-1611:10:00,38.5,53.0,41868.33203,174.75586,24.0,22.61838,2023-07-16,11:10
2023-07-1611:20:00,38.4,52.0,41299.16406,349.07227,24.1,22.3104,2023-07-16,11:20
2023-07-1611:30:00,38.1,54.0,39810.0,232.03125,23.8,22.44639,2023-07-16,11:30
2023-07-1611:40:00,37.9,54.0,32953.33203,277.68555,27.3,22.84666,2023-07-16,11:40
2023-07-1611:50:00,36.5,53.0,37224.16406,375.63477,23.9,22.84259,2023-07-16,11:50
2023-07-1612:00:00,37.2,53.0,31167.49805,383.93555,23.8,22.55436,2023-07-16,12:00
2023-07-1612:10:00,37.6,52.0,35776.66406,315.86914,23.8,22.76642,2023-07-16,12:10
2023-07-1612:20:00,36.4,53.0,32026.66602,403.85742,26.7,22.64241,2023-07-16,12:20
2023-07-1612:30:00,36.7,55.0,38506.66406,497.65625,19.8,22.61795,2023-07-16,12:30
2023-07-1612:40:00,36.7,54.0,33507.5,220.41016,27.6,22.81052,2023-07-16,12:40
2023-07-1612:50:00,37.0,54.0,30414.16602,415.47852,24.5,22.77042,2023-07-16,12:50
2023-07-1613:00:00,36.6,54.0,29792.49805,284.32617,26.1,22.89442,2023-07-16,13:00
2023-07-1613:10:00,35.0,57.0,27304.16602,149.85352,24.8,22.94249,2023-07-16,13:10
2023-07-1613:20:00,34.8,57.0,29326.66602,228.71094,24.7,23.03046,2023-07-16,13:20
2023-07-1613:30:00,35.5,55.0,24355.83203,269.38477,27.5,23.01442,2023-07-16,13:30
2023-07-1613:40:00,34.7,56.0,19475.83203,163.13477,24.2,22.93449,2023-07-16,13:40
2023-07-1613:50:00,36.0,54.0,14950.83301,318.35937,23.7,22.15034,2023-07-16,13:50
2023-07-1614:00:00,35.3,55.0,22073.33203,28.66211,24.0,22.74639,2023-07-16,14:00
2023-07-1614:10:00,35.0,56.0,19947.5,7.91016,23.9,22.66639,2023-07-16,14:10
2023-07-1614:20:00,35.5,56.0,18660.0,285.15625,22.4,22.83837,2023-07-16,14:20
2023-07-1614:30:00,34.9,55.0,16637.5,194.67773,25.1,22.26239,2023-07-16,14:30
2023-07-1614:40:00,34.6,56.0,13926.66602,228.71094,23.3,22.25035,2023-07-16,14:40
2023-07-1614:50:00,34.9,56.0,12053.33301,295.94727,24.0,22.18635,2023-07-16,14:50
2023-07-1615:00:00,34.4,57.0,10209.16602,152.34375,23.0,22.01831,2023-07-16,15:00
2023-07-1615:10:00,33.6,61.0,7949.1665,167.28516,26.8,22.14632,2023-07-16,15:10
2023-07-1615:20:00,32.8,62.0,6844.1665,316.69922,25.3,21.8823,2023-07-16,15:20
2023-07-1615:30:00,32.6,63.0,5895.83301,186.37695,23.4,21.75829,2023-07-16,15:30
2023-07-1615:40:00,32.7,63.0,5411.6665,289.30664,23.1,21.60228,2023-07-16,15:40
2023-07-1615:50:00,32.7,63.0,6329.99951,207.12891,23.3,21.59427,2023-07-16,15:50
2023-07-1616:00:00,32.3,63.0,3919.99976,265.23437,22.6,21.19025,2023-07-16,16:00
2023-07-1616:10:00,32.5,62.0,3234.99976,256.10352,22.2,20.97425,2023-07-16,16:10
2023-07-1616:20:00,32.1,64.0,2531.6665,303.41797,22.3,20.76223,2023-07-16,16:20
2023-07-1616:30:00,32.0,65.0,1911.249875,285.15625,21.7,20.1622,2023-07-16,16:30
2023-07-1616:40:00,31.7,66.0,1290.83325,398.87695,21.4,19.69414,2023-07-16,16:40
2023-07-1616:50:00,30.6,67.0,612.5,359.0332,19.7,5.58489,2023-07-16,16:50
2023-07-1617:00:00,30.8,63.0,187.5,197.99805,3.8,3.48036,2023-07-16,17:00
2023-07-1705:00:00,22.0,81.0,25.83333,232.86133,2.3,2.88825,2023-07-17,05:00
2023-07-1705:10:00,21.9,82.0,155.83333,246.14258,3.8,3.55636,2023-07-17,05:10
2023-07-1705:20:00,22.1,83.0,395.83331,230.37109,4.4,4.46446,2023-07-17,05:20
2023-07-1705:30:00,21.7,83.0,818.33331,314.20898,19.2,20.15416,2023-07-17,05:30
2023-07-1705:40:00,21.6,84.0,1295.0,316.69922,20.5,21.11016,2023-07-17,05:40
2023-07-1705:50:00,22.4,82.0,1707.49988,152.34375,22.2,21.568,2023-07-17,05:50
2023-07-1706:00:00,23.0,80.0,1969.99988,193.01758,22.3,21.95482,2023-07-17,06:00
2023-07-1706:10:00,23.6,79.0,2244.1665,323.33984,21.4,22.11339,2023-07-17,06:10
2023-07-1706:20:00,23.9,77.0,2714.1665,119.14062,19.9,22.28447,2023-07-17,06:20
2023-07-1706:30:00,23.9,76.0,3813.33325,232.03125,20.3,22.3599,2023-07-17,06:30
2023-07-1706:40:00,24.5,76.0,4245.0,153.17383,20.2,22.48745,2023-07-17,06:40
2023-07-1706:50:00,25.0,74.0,4558.33301,220.41016,20.3,22.59909,2023-07-17,06:50
2023-07-1707:00:00,25.6,73.0,7774.99951,259.42383,20.4,22.71108,2023-07-17,07:00
2023-07-1707:10:00,26.1,73.0,9065.0,264.4043,24.0,22.65035,2023-07-17,07:10
2023-07-1707:20:00,27.3,69.0,10399.16602,149.85352,23.8,22.65437,2023-07-17,07:20
2023-07-1707:30:00,29.0,67.0,12032.5,287.64648,23.5,22.72633,2023-07-17,07:30
2023-07-1707:40:00,30.4,62.0,13798.33301,105.0293,23.3,22.67837,2023-07-17,07:40
2023-07-1707:50:00,30.9,60.0,15344.99902,193.84766,23.5,22.73435,2023-07-17,07:50
2023-07-1708:00:00,32.1,58.0,16679.16602,296.77734,23.7,22.73838,2023-07-17,08:00
2023-07-1708:10:00,31.8,57.0,18130.0,246.14258,23.8,22.85439,2023-07-17,08:10
2023-07-1708:20:00,31.9,57.0,20610.83203,247.80273,23.9,22.7424,2023-07-17,08:20
2023-07-1708:30:00,33.2,56.0,19239.16602,176.41602,24.1,22.85043,2023-07-17,08:30
2023-07-1708:40:00,32.8,56.0,25721.66602,303.41797,24.1,22.69442,2023-07-17,08:40
2023-07-1708:50:00,33.0,57.0,26301.66602,364.01367,24.0,22.6304,2023-07-17,08:50
2023-07-1709:00:00,35.0,53.0,27910.83203,349.90234,24.2,22.67842,2023-07-17,09:00
2023-07-1709:10:00,37.0,52.0,30320.83203,312.54883,24.0,22.60639,2023-07-17,09:10
2023-07-1709:20:00,37.2,51.0,16171.66602,247.80273,24.0,22.76644,2023-07-17,09:20
2023-07-1709:30:00,34.6,53.0,27039.99805,210.44922,24.0,22.69843,2023-07-17,09:30
2023-07-1709:40:00,35.6,52.0,28259.99805,211.2793,24.2,22.91043,2023-07-17,09:40
2023-07-1709:50:00,35.1,54.0,46456.66406,233.69141,24.2,22.8304,2023-07-17,09:50
2023-07-1710:00:00,36.8,51.0,48340.0,300.09766,24.1,22.52242,2023-07-17,10:00
2023-07-1710:10:00,35.1,52.0,52170.83203,209.61914,23.8,22.4824,2023-07-17,10:10
2023-07-1710:20:00,35.0,53.0,53985.83203,218.75,23.8,22.49039,2023-07-17,10:20
2023-07-1710:30:00,35.5,55.0,54612.49609,298.4375,23.2,21.88634,2023-07-17,10:30
2023-07-1710:40:00,35.4,55.0,19013.33203,205.46875,23.7,22.49841,2023-07-17,10:40
2023-07-1710:50:00,35.3,55.0,27619.72135333333,285.15625,24.0,22.4904,2023-07-17,10:50
2023-07-1711:00:00,35.5,55.0,36226.11067666666,216.25977,24.0,22.5544,2023-07-17,11:00
2023-07-1711:10:00,35.7,54.0,44832.5,194.67773,24.0,22.4864,2023-07-17,11:10
2023-07-1711:20:00,36.6,54.0,26352.49805,173.92578,24.0,22.39038,2023-07-17,11:20
